"Wavelength nm.","Abs."
582.50,0.180
583.00,0.182
583.50,0.184
584.00,0.186
584.50,0.188
585.00,0.189
585.50,0.191
586.00,0.193
586.50,0.195
587.00,0.197
587.50,0.199
588.00,0.201
588.50,0.203
589.00,0.205
589.50,0.207
590.00,0.209
590.50,0.210
591.00,0.212
591.50,0.214
592.00,0.216
592.50,0.218
593.00,0.220
593.50,0.222
594.00,0.223
594.50,0.225
595.00,0.227
595.50,0.228
596.00,0.230
596.50,0.232
597.00,0.233
597.50,0.235
598.00,0.236
598.50,0.238
599.00,0.239
599.50,0.240
600.00,0.242
600.50,0.243
601.00,0.244
601.50,0.245
602.00,0.247
602.50,0.248
603.00,0.249
603.50,0.250
604.00,0.251
604.50,0.252
605.00,0.253
605.50,0.254
606.00,0.255
606.50,0.257
607.00,0.258
607.50,0.258
608.00,0.259
608.50,0.260
609.00,0.261
609.50,0.262
610.00,0.263
610.50,0.264
611.00,0.265
611.50,0.266
612.00,0.266
612.50,0.267
613.00,0.268
613.50,0.269
614.00,0.270
614.50,0.271
615.00,0.271
615.50,0.272
616.00,0.273
616.50,0.273
617.00,0.274
617.50,0.275
618.00,0.275
618.50,0.276
619.00,0.276
619.50,0.277
620.00,0.277
620.50,0.278
621.00,0.278
621.50,0.279
622.00,0.279
622.50,0.280
623.00,0.280
623.50,0.281
624.00,0.281
624.50,0.282
625.00,0.282
625.50,0.282
626.00,0.283
626.50,0.283
627.00,0.283
627.50,0.284
628.00,0.284
628.50,0.284
629.00,0.284
629.50,0.285
630.00,0.285
630.50,0.285
631.00,0.285
631.50,0.285
632.00,0.286
632.50,0.286
633.00,0.286
633.50,0.286
634.00,0.286
634.50,0.286
635.00,0.286
635.50,0.286
636.00,0.286
636.50,0.286
637.00,0.285
637.50,0.285
638.00,0.285
638.50,0.285
639.00,0.285
639.50,0.284
640.00,0.284
640.50,0.284
641.00,0.283
641.50,0.283
642.00,0.283
642.50,0.282
643.00,0.282
643.50,0.281
644.00,0.281
644.50,0.281
645.00,0.280
645.50,0.280
646.00,0.279
646.50,0.279
647.00,0.278
647.50,0.278
648.00,0.277
648.50,0.277
649.00,0.276
649.50,0.276
650.00,0.275
650.50,0.275
651.00,0.274
651.50,0.274
652.00,0.273
652.50,0.273
653.00,0.272
653.50,0.272
654.00,0.271
654.50,0.271
655.00,0.271
655.50,0.270
656.00,0.270
656.50,0.269
657.00,0.269
657.50,0.269
658.00,0.268
658.50,0.268
659.00,0.268
659.50,0.267
660.00,0.267
660.50,0.266
661.00,0.266
661.50,0.266
662.00,0.266
662.50,0.265
663.00,0.265
663.50,0.265
664.00,0.264
664.50,0.264
665.00,0.264
665.50,0.263
666.00,0.263
666.50,0.263
667.00,0.263
667.50,0.262
668.00,0.262
668.50,0.262
669.00,0.262
669.50,0.261
670.00,0.261
670.50,0.261
671.00,0.261
671.50,0.260
672.00,0.260
672.50,0.260
673.00,0.259
673.50,0.259
674.00,0.259
674.50,0.258
675.00,0.258
675.50,0.257
676.00,0.257
676.50,0.257
677.00,0.256
677.50,0.256
678.00,0.255
678.50,0.255
679.00,0.254
679.50,0.254
680.00,0.253
680.50,0.253
681.00,0.252
681.50,0.251
682.00,0.250
682.50,0.250
683.00,0.249
683.50,0.248
684.00,0.247
684.50,0.247
685.00,0.246
685.50,0.245
686.00,0.244
686.50,0.243
687.00,0.242
687.50,0.241
688.00,0.240
688.50,0.238
689.00,0.237
689.50,0.236
690.00,0.235
690.50,0.233
691.00,0.232
691.50,0.230
692.00,0.229
692.50,0.228
693.00,0.226
693.50,0.225
694.00,0.223
694.50,0.221
695.00,0.220
695.50,0.218
696.00,0.216
696.50,0.215
697.00,0.213
697.50,0.211
698.00,0.210
698.50,0.208
699.00,0.206
699.50,0.204
700.00,0.203
700.50,0.201
701.00,0.199
701.50,0.197
702.00,0.195
702.50,0.193
703.00,0.192
703.50,0.190
704.00,0.188
704.50,0.186
705.00,0.184
705.50,0.182
706.00,0.180
706.50,0.178
707.00,0.176
707.50,0.174
708.00,0.172
708.50,0.170
709.00,0.168
709.50,0.166
710.00,0.164
710.50,0.162
711.00,0.160
711.50,0.158
712.00,0.156
712.50,0.154
713.00,0.152
713.50,0.150
714.00,0.148
714.50,0.146
715.00,0.144
715.50,0.142
716.00,0.140
716.50,0.138
717.00,0.136
717.50,0.135
718.00,0.133
718.50,0.131
719.00,0.129
719.50,0.127
720.00,0.126
720.50,0.124
721.00,0.122
721.50,0.120
722.00,0.119
722.50,0.117
723.00,0.115
723.50,0.114
724.00,0.112
724.50,0.111
725.00,0.109
725.50,0.107
726.00,0.106
726.50,0.104
727.00,0.103
727.50,0.102
728.00,0.100
728.50,0.099
729.00,0.097
729.50,0.096
730.00,0.095
730.50,0.093
731.00,0.092
731.50,0.091
732.00,0.089
732.50,0.088
733.00,0.087
733.50,0.085
734.00,0.084
734.50,0.083
735.00,0.082
735.50,0.080
736.00,0.079
736.50,0.078
737.00,0.077
737.50,0.076
738.00,0.075
738.50,0.074
739.00,0.072
739.50,0.071
740.00,0.070
740.50,0.069
741.00,0.068
741.50,0.067
742.00,0.066
742.50,0.065
743.00,0.064
743.50,0.064
744.00,0.063
744.50,0.062
745.00,0.061
745.50,0.060
746.00,0.059
746.50,0.059
747.00,0.058
747.50,0.057
748.00,0.056
748.50,0.055
749.00,0.055
749.50,0.054
750.00,0.053
750.50,0.053
751.00,0.052
751.50,0.051
752.00,0.051
752.50,0.050
753.00,0.049
753.50,0.049
754.00,0.048
754.50,0.047
755.00,0.047
755.50,0.046
756.00,0.046
756.50,0.045
757.00,0.045
757.50,0.044
758.00,0.044
758.50,0.043
759.00,0.042
759.50,0.042
760.00,0.042
760.50,0.041
761.00,0.041
761.50,0.040
762.00,0.040
762.50,0.039
763.00,0.039
763.50,0.038
764.00,0.038
764.50,0.038
765.00,0.037
765.50,0.037
766.00,0.036
766.50,0.036
767.00,0.036
767.50,0.035
768.00,0.035
768.50,0.035
769.00,0.035
769.50,0.034
770.00,0.034
770.50,0.034
771.00,0.033
771.50,0.033
772.00,0.033
772.50,0.033
773.00,0.033
773.50,0.032
774.00,0.032
774.50,0.032
775.00,0.032
775.50,0.031
776.00,0.031
776.50,0.031
777.00,0.031
777.50,0.031
778.00,0.031
778.50,0.031
779.00,0.030
779.50,0.030
780.00,0.030
780.50,0.030
781.00,0.030
781.50,0.030
782.00,0.030
782.50,0.030
783.00,0.030
783.50,0.030
784.00,0.030
784.50,0.029
785.00,0.029
785.50,0.029
786.00,0.029
786.50,0.029
787.00,0.029
787.50,0.029
788.00,0.029
788.50,0.029
789.00,0.029
789.50,0.029
790.00,0.029
790.50,0.029
791.00,0.029
791.50,0.030
792.00,0.030
792.50,0.030
793.00,0.030
793.50,0.030
794.00,0.030
794.50,0.030
795.00,0.030
795.50,0.030
796.00,0.030
796.50,0.030
797.00,0.030
797.50,0.031
798.00,0.031
798.50,0.031
799.00,0.031
799.50,0.031
800.00,0.031
800.50,0.031
801.00,0.032
801.50,0.032
802.00,0.032
802.50,0.032
803.00,0.032
803.50,0.033
804.00,0.033
804.50,0.033
805.00,0.033
805.50,0.033
806.00,0.034
806.50,0.034
807.00,0.034
807.50,0.034
808.00,0.034
808.50,0.035
809.00,0.035
809.50,0.035
810.00,0.035
810.50,0.036
811.00,0.036
811.50,0.036
812.00,0.037
812.50,0.037
813.00,0.037
813.50,0.037
814.00,0.038
814.50,0.038
815.00,0.038
815.50,0.038
816.00,0.039
816.50,0.039
817.00,0.039
817.50,0.040
818.00,0.040
818.50,0.040
819.00,0.041
819.50,0.041
820.00,0.041
820.50,0.042
821.00,0.042
821.50,0.042
822.00,0.043
822.50,0.043
823.00,0.043
823.50,0.044
824.00,0.044
824.50,0.045
825.00,0.045
825.50,0.045
826.00,0.046
826.50,0.046
827.00,0.047
827.50,0.047
828.00,0.047
828.50,0.048
829.00,0.048
829.50,0.049
830.00,0.049
830.50,0.050
831.00,0.050
831.50,0.051
832.00,0.051
832.50,0.051
833.00,0.052
833.50,0.052
834.00,0.053
834.50,0.053
835.00,0.054
835.50,0.054
836.00,0.055
836.50,0.055
837.00,0.055
837.50,0.056
838.00,0.056
838.50,0.057
839.00,0.057
839.50,0.058
840.00,0.058
840.50,0.059
841.00,0.059
841.50,0.060
842.00,0.060
842.50,0.061
843.00,0.061
843.50,0.062
844.00,0.062
844.50,0.063
845.00,0.063
845.50,0.064
846.00,0.064
846.50,0.065
847.00,0.065
847.50,0.066
848.00,0.066
848.50,0.067
849.00,0.067
849.50,0.068
850.00,0.069
850.50,0.069
851.00,0.070
851.50,0.070
852.00,0.071
852.50,0.071
853.00,0.072
853.50,0.073
854.00,0.073
854.50,0.074
855.00,0.074
855.50,0.075
856.00,0.075
856.50,0.076
857.00,0.077
857.50,0.077
858.00,0.078
858.50,0.078
859.00,0.079
859.50,0.079
860.00,0.080
860.50,0.081
861.00,0.081
861.50,0.082
862.00,0.082
862.50,0.083
863.00,0.083
863.50,0.084
864.00,0.084
864.50,0.085
865.00,0.086
865.50,0.086
866.00,0.087
866.50,0.087
867.00,0.088
867.50,0.089
868.00,0.089
868.50,0.090
869.00,0.090
869.50,0.091
870.00,0.092
870.50,0.092
871.00,0.093
871.50,0.093
872.00,0.094
872.50,0.095
873.00,0.095
873.50,0.096
874.00,0.096
874.50,0.097
875.00,0.098
875.50,0.098
876.00,0.099
876.50,0.099
877.00,0.100
877.50,0.100
878.00,0.101
878.50,0.102
879.00,0.102
879.50,0.103
880.00,0.103
880.50,0.104
881.00,0.104
881.50,0.105
882.00,0.105
882.50,0.106
883.00,0.106
883.50,0.107
884.00,0.107
884.50,0.108
885.00,0.108
885.50,0.109
886.00,0.109
886.50,0.110
887.00,0.110
887.50,0.111
888.00,0.112
888.50,0.112
889.00,0.113
889.50,0.113
890.00,0.113
890.50,0.114
891.00,0.115
891.50,0.115
892.00,0.116
892.50,0.116
893.00,0.117
893.50,0.117
894.00,0.118
894.50,0.118
895.00,0.119
895.50,0.119
896.00,0.120
896.50,0.120
897.00,0.120
897.50,0.121
898.00,0.121
898.50,0.122
899.00,0.122
899.50,0.123
900.00,0.123
900.50,0.124
901.00,0.124
901.50,0.124
902.00,0.125
902.50,0.125
903.00,0.126
903.50,0.126
904.00,0.126
904.50,0.127
905.00,0.127
905.50,0.127
906.00,0.128
906.50,0.128
907.00,0.129
907.50,0.129
908.00,0.129
908.50,0.130
909.00,0.130
909.50,0.130
910.00,0.131
910.50,0.131
911.00,0.131
911.50,0.132
912.00,0.132
912.50,0.132
913.00,0.132
913.50,0.133
914.00,0.133
914.50,0.133
915.00,0.134
915.50,0.134
916.00,0.134
916.50,0.134
917.00,0.135
917.50,0.135
918.00,0.135
918.50,0.135
919.00,0.136
919.50,0.136
920.00,0.136
920.50,0.136
921.00,0.137
921.50,0.137
922.00,0.137
922.50,0.137
923.00,0.137
923.50,0.138
924.00,0.138
924.50,0.138
925.00,0.138
925.50,0.138
926.00,0.138
926.50,0.139
927.00,0.139
927.50,0.139
928.00,0.139
928.50,0.139
929.00,0.139
929.50,0.139
930.00,0.139
930.50,0.140
931.00,0.140
931.50,0.140
932.00,0.140
932.50,0.140
933.00,0.140
933.50,0.140
934.00,0.140
934.50,0.140
935.00,0.141
935.50,0.141
936.00,0.141
936.50,0.141
937.00,0.141
937.50,0.141
938.00,0.141
938.50,0.141
939.00,0.141
939.50,0.141
940.00,0.141
940.50,0.141
941.00,0.141
941.50,0.141
942.00,0.141
942.50,0.141
943.00,0.141
943.50,0.141
944.00,0.141
944.50,0.141
945.00,0.141
945.50,0.141
946.00,0.141
946.50,0.141
947.00,0.141
947.50,0.141
948.00,0.141
948.50,0.141
949.00,0.141
949.50,0.141
950.00,0.141
950.50,0.141
951.00,0.141
951.50,0.141
952.00,0.141
952.50,0.141
953.00,0.141
953.50,0.141
954.00,0.141
954.50,0.141
955.00,0.141
955.50,0.141
956.00,0.141
956.50,0.141
957.00,0.141
957.50,0.140
958.00,0.140
958.50,0.140
959.00,0.140
959.50,0.140
960.00,0.140
960.50,0.140
961.00,0.140
961.50,0.140
962.00,0.140
962.50,0.140
963.00,0.140
963.50,0.139
964.00,0.139
964.50,0.139
965.00,0.139
965.50,0.139
966.00,0.139
966.50,0.139
967.00,0.139
967.50,0.139
968.00,0.139
968.50,0.139
969.00,0.138
969.50,0.138
970.00,0.138
970.50,0.138
971.00,0.138
971.50,0.138
972.00,0.138
972.50,0.138
973.00,0.138
973.50,0.138
974.00,0.138
974.50,0.138
975.00,0.137
975.50,0.137
976.00,0.137
976.50,0.137
977.00,0.137
977.50,0.137
978.00,0.137
978.50,0.137
979.00,0.137
979.50,0.137
980.00,0.137
980.50,0.137
981.00,0.137
981.50,0.137
982.00,0.137
982.50,0.137
983.00,0.136
983.50,0.136
984.00,0.136
984.50,0.136
985.00,0.136
985.50,0.136
986.00,0.136
986.50,0.136
987.00,0.136
987.50,0.136
988.00,0.136
988.50,0.136
989.00,0.136
989.50,0.136
990.00,0.136
990.50,0.136
991.00,0.136
991.50,0.136
992.00,0.136
992.50,0.136
993.00,0.136
993.50,0.136
994.00,0.136
994.50,0.136
995.00,0.136
995.50,0.136
996.00,0.136
996.50,0.136
997.00,0.136
997.50,0.136
998.00,0.136
998.50,0.136
999.00,0.137
999.50,0.137
1000.00,0.137
1000.50,0.137
1001.00,0.137
1001.50,0.137
1002.00,0.137
1002.50,0.138
1003.00,0.138
1003.50,0.138
1004.00,0.138
1004.50,0.139
1005.00,0.139
1005.50,0.139
1006.00,0.139
1006.50,0.139
1007.00,0.140
1007.50,0.140
1008.00,0.140
1008.50,0.141
1009.00,0.141
1009.50,0.141
1010.00,0.141
1010.50,0.142
1011.00,0.142
1011.50,0.142
1012.00,0.142
1012.50,0.143
1013.00,0.143
1013.50,0.143
1014.00,0.143
1014.50,0.143
1015.00,0.144
1015.50,0.144
1016.00,0.144
1016.50,0.144
1017.00,0.144
1017.50,0.145
1018.00,0.145
1018.50,0.145
1019.00,0.145
1019.50,0.145
1020.00,0.145
1020.50,0.145
1021.00,0.145
1021.50,0.146
1022.00,0.146
1022.50,0.146
1023.00,0.146
1023.50,0.146
1024.00,0.146
1024.50,0.146
1025.00,0.146
1025.50,0.146
1026.00,0.146
1026.50,0.146
1027.00,0.146
1027.50,0.146
1028.00,0.146
1028.50,0.145
1029.00,0.145
1029.50,0.145
1030.00,0.145
1030.50,0.145
1031.00,0.145
1031.50,0.145
1032.00,0.145
1032.50,0.144
1033.00,0.144
1033.50,0.144
1034.00,0.144
1034.50,0.143
1035.00,0.143
1035.50,0.143
1036.00,0.143
1036.50,0.142
1037.00,0.142
1037.50,0.141
1038.00,0.141
1038.50,0.141
1039.00,0.140
1039.50,0.140
1040.00,0.139
1040.50,0.139
1041.00,0.138
1041.50,0.138
1042.00,0.137
1042.50,0.137
1043.00,0.136
1043.50,0.136
1044.00,0.135
1044.50,0.135
1045.00,0.134
1045.50,0.133
1046.00,0.133
1046.50,0.132
1047.00,0.132
1047.50,0.131
1048.00,0.131
1048.50,0.130
1049.00,0.130
1049.50,0.129
1050.00,0.129
1050.50,0.128
1051.00,0.128
1051.50,0.127
1052.00,0.127
1052.50,0.126
1053.00,0.126
1053.50,0.125
1054.00,0.125
1054.50,0.124
1055.00,0.124
1055.50,0.123
1056.00,0.123
1056.50,0.122
1057.00,0.122
1057.50,0.122
1058.00,0.121
1058.50,0.121
1059.00,0.120
1059.50,0.120
1060.00,0.120
1060.50,0.119
1061.00,0.119
1061.50,0.118
1062.00,0.118
1062.50,0.118
1063.00,0.117
1063.50,0.117
1064.00,0.117
1064.50,0.116
1065.00,0.116
1065.50,0.116
1066.00,0.115
1066.50,0.115
1067.00,0.115
1067.50,0.114
1068.00,0.114
1068.50,0.114
1069.00,0.113
1069.50,0.113
1070.00,0.113
1070.50,0.113
1071.00,0.112
1071.50,0.112
1072.00,0.112
1072.50,0.112
1073.00,0.111
1073.50,0.111
1074.00,0.111
1074.50,0.111
1075.00,0.111
1075.50,0.110
1076.00,0.110
1076.50,0.110
1077.00,0.110
1077.50,0.110
1078.00,0.109
1078.50,0.109
1079.00,0.109
1079.50,0.109
1080.00,0.109
1080.50,0.109
1081.00,0.109
1081.50,0.108
1082.00,0.108
1082.50,0.108
1083.00,0.108
1083.50,0.108
1084.00,0.095
1084.50,0.079
1085.00,-0.004
1085.50,-0.203
1086.00,-0.058
1086.50,-0.021
1087.00,-0.020
1087.50,-0.024
1088.00,-0.029
1088.50,-0.029
1089.00,-0.027
1089.50,-0.028
1090.00,-0.024
1090.50,-0.028
1091.00,-0.028
1091.50,-0.029
1092.00,-0.029
1092.50,-0.029
1093.00,-0.029
1093.50,-0.029
1094.00,-0.030
1094.50,-0.030
1095.00,-0.030
1095.50,-0.031
1096.00,-0.031
1096.50,-0.031
1097.00,-0.031
1097.50,-0.032
1098.00,-0.032
1098.50,-0.032
1099.00,-0.033
1099.50,-0.033
1100.00,-0.033
