"Wavelength nm.","Abs."
714.50,0.499
715.00,0.492
715.50,0.485
716.00,0.478
716.50,0.471
717.00,0.465
717.50,0.458
718.00,0.452
718.50,0.446
719.00,0.439
719.50,0.433
720.00,0.427
720.50,0.421
721.00,0.415
721.50,0.409
722.00,0.403
722.50,0.397
723.00,0.391
723.50,0.386
724.00,0.381
724.50,0.375
725.00,0.370
725.50,0.364
726.00,0.359
726.50,0.354
727.00,0.349
727.50,0.344
728.00,0.339
728.50,0.334
729.00,0.329
729.50,0.325
730.00,0.320
730.50,0.315
731.00,0.311
731.50,0.306
732.00,0.302
732.50,0.297
733.00,0.293
733.50,0.289
734.00,0.284
734.50,0.280
735.00,0.276
735.50,0.272
736.00,0.268
736.50,0.264
737.00,0.260
737.50,0.256
738.00,0.252
738.50,0.249
739.00,0.245
739.50,0.241
740.00,0.238
740.50,0.234
741.00,0.231
741.50,0.228
742.00,0.224
742.50,0.221
743.00,0.218
743.50,0.215
744.00,0.213
744.50,0.210
745.00,0.207
745.50,0.205
746.00,0.202
746.50,0.199
747.00,0.197
747.50,0.194
748.00,0.192
748.50,0.190
749.00,0.187
749.50,0.185
750.00,0.183
750.50,0.181
751.00,0.179
751.50,0.177
752.00,0.174
752.50,0.172
753.00,0.170
753.50,0.169
754.00,0.167
754.50,0.165
755.00,0.163
755.50,0.162
756.00,0.160
756.50,0.158
757.00,0.157
757.50,0.155
758.00,0.154
758.50,0.152
759.00,0.151
759.50,0.150
760.00,0.148
760.50,0.147
761.00,0.146
761.50,0.145
762.00,0.144
762.50,0.143
763.00,0.142
763.50,0.141
764.00,0.140
764.50,0.139
765.00,0.139
765.50,0.138
766.00,0.137
766.50,0.137
767.00,0.136
767.50,0.136
768.00,0.135
768.50,0.135
769.00,0.134
769.50,0.134
770.00,0.134
770.50,0.134
771.00,0.133
771.50,0.133
772.00,0.133
772.50,0.133
773.00,0.133
773.50,0.133
774.00,0.133
774.50,0.133
775.00,0.134
775.50,0.134
776.00,0.134
776.50,0.134
777.00,0.135
777.50,0.135
778.00,0.136
778.50,0.136
779.00,0.137
779.50,0.137
780.00,0.138
780.50,0.139
781.00,0.139
781.50,0.140
782.00,0.141
782.50,0.142
783.00,0.143
783.50,0.144
784.00,0.145
784.50,0.146
785.00,0.147
785.50,0.148
786.00,0.149
786.50,0.151
787.00,0.152
787.50,0.153
788.00,0.155
788.50,0.156
789.00,0.157
789.50,0.159
790.00,0.160
790.50,0.162
791.00,0.163
791.50,0.165
792.00,0.167
792.50,0.168
793.00,0.170
793.50,0.172
794.00,0.174
794.50,0.175
795.00,0.177
795.50,0.179
796.00,0.181
796.50,0.183
797.00,0.185
797.50,0.187
798.00,0.189
798.50,0.192
799.00,0.194
799.50,0.196
800.00,0.198
800.50,0.201
801.00,0.203
801.50,0.206
802.00,0.208
802.50,0.211
803.00,0.214
803.50,0.216
804.00,0.219
804.50,0.222
805.00,0.225
805.50,0.227
806.00,0.230
806.50,0.233
807.00,0.237
807.50,0.240
808.00,0.243
808.50,0.246
809.00,0.249
809.50,0.252
810.00,0.256
810.50,0.259
811.00,0.262
811.50,0.265
812.00,0.269
812.50,0.272
813.00,0.276
813.50,0.279
814.00,0.283
814.50,0.286
815.00,0.289
815.50,0.293
816.00,0.297
816.50,0.300
817.00,0.304
817.50,0.308
818.00,0.311
818.50,0.315
819.00,0.319
819.50,0.323
820.00,0.327
820.50,0.331
821.00,0.335
821.50,0.338
822.00,0.342
822.50,0.347
823.00,0.351
823.50,0.355
824.00,0.359
824.50,0.364
825.00,0.368
825.50,0.372
826.00,0.377
826.50,0.381
827.00,0.386
827.50,0.390
828.00,0.395
828.50,0.399
829.00,0.404
829.50,0.409
830.00,0.413
830.50,0.418
831.00,0.423
831.50,0.428
832.00,0.433
832.50,0.438
833.00,0.443
833.50,0.447
834.00,0.452
834.50,0.457
835.00,0.462
835.50,0.467
836.00,0.472
836.50,0.476
837.00,0.481
837.50,0.486
838.00,0.491
838.50,0.496
839.00,0.501
839.50,0.506
840.00,0.510
840.50,0.515
841.00,0.520
841.50,0.525
842.00,0.530
842.50,0.536
843.00,0.541
843.50,0.546
844.00,0.551
844.50,0.557
845.00,0.562
845.50,0.567
846.00,0.572
846.50,0.578
847.00,0.584
847.50,0.590
848.00,0.595
848.50,0.601
849.00,0.607
849.50,0.612
850.00,0.618
850.50,0.624
851.00,0.629
851.50,0.635
852.00,0.641
852.50,0.647
853.00,0.652
853.50,0.658
854.00,0.664
854.50,0.670
855.00,0.675
855.50,0.681
856.00,0.687
856.50,0.692
857.00,0.698
857.50,0.704
858.00,0.710
858.50,0.715
859.00,0.721
859.50,0.726
860.00,0.732
860.50,0.737
861.00,0.743
861.50,0.749
862.00,0.754
862.50,0.760
863.00,0.765
863.50,0.771
864.00,0.777
864.50,0.782
865.00,0.788
865.50,0.794
866.00,0.799
866.50,0.805
867.00,0.810
867.50,0.816
868.00,0.821
868.50,0.827
869.00,0.833
869.50,0.838
870.00,0.844
870.50,0.850
871.00,0.855
871.50,0.861
872.00,0.866
872.50,0.872
873.00,0.878
873.50,0.883
874.00,0.888
874.50,0.894
875.00,0.899
875.50,0.905
876.00,0.910
876.50,0.915
877.00,0.921
877.50,0.926
878.00,0.931
878.50,0.936
879.00,0.941
879.50,0.946
880.00,0.951
880.50,0.956
881.00,0.960
881.50,0.965
882.00,0.969
882.50,0.974
883.00,0.979
883.50,0.983
884.00,0.988
884.50,0.992
885.00,0.997
885.50,1.001
886.00,1.006
886.50,1.010
887.00,1.014
887.50,1.019
888.00,1.023
888.50,1.027
889.00,1.031
889.50,1.035
890.00,1.039
890.50,1.044
891.00,1.048
891.50,1.052
892.00,1.056
892.50,1.060
893.00,1.064
893.50,1.068
894.00,1.072
894.50,1.075
895.00,1.079
895.50,1.083
896.00,1.086
896.50,1.090
897.00,1.093
897.50,1.097
898.00,1.100
898.50,1.103
899.00,1.106
899.50,1.109
900.00,1.112
900.50,1.115
901.00,1.118
901.50,1.120
902.00,1.123
902.50,1.125
903.00,1.128
903.50,1.130
904.00,1.133
904.50,1.135
905.00,1.137
905.50,1.139
906.00,1.141
906.50,1.144
907.00,1.146
907.50,1.148
908.00,1.149
908.50,1.151
909.00,1.153
909.50,1.155
910.00,1.156
910.50,1.158
911.00,1.159
911.50,1.161
912.00,1.162
912.50,1.163
913.00,1.165
913.50,1.166
914.00,1.167
914.50,1.168
915.00,1.169
915.50,1.170
916.00,1.170
916.50,1.171
917.00,1.172
917.50,1.172
918.00,1.173
918.50,1.173
919.00,1.173
919.50,1.174
920.00,1.174
920.50,1.174
921.00,1.174
921.50,1.174
922.00,1.174
922.50,1.174
923.00,1.173
923.50,1.173
924.00,1.173
924.50,1.172
925.00,1.172
925.50,1.172
926.00,1.171
926.50,1.170
927.00,1.170
927.50,1.169
928.00,1.168
928.50,1.167
929.00,1.166
929.50,1.165
930.00,1.164
930.50,1.163
931.00,1.162
931.50,1.161
932.00,1.160
932.50,1.158
933.00,1.157
933.50,1.155
934.00,1.154
934.50,1.152
935.00,1.150
935.50,1.148
936.00,1.147
936.50,1.145
937.00,1.143
937.50,1.141
938.00,1.139
938.50,1.137
939.00,1.135
939.50,1.132
940.00,1.130
940.50,1.128
941.00,1.126
941.50,1.123
942.00,1.121
942.50,1.118
943.00,1.116
943.50,1.113
944.00,1.111
944.50,1.108
945.00,1.106
945.50,1.103
946.00,1.100
946.50,1.098
947.00,1.095
947.50,1.092
948.00,1.089
948.50,1.086
949.00,1.084
949.50,1.081
950.00,1.078
950.50,1.075
951.00,1.072
951.50,1.069
952.00,1.066
952.50,1.063
953.00,1.060
953.50,1.056
954.00,1.053
954.50,1.050
955.00,1.047
955.50,1.043
956.00,1.040
956.50,1.037
957.00,1.033
957.50,1.030
958.00,1.026
958.50,1.023
959.00,1.019
959.50,1.016
960.00,1.012
960.50,1.008
961.00,1.005
961.50,1.001
962.00,0.997
962.50,0.994
963.00,0.990
963.50,0.987
964.00,0.983
964.50,0.979
965.00,0.976
965.50,0.972
966.00,0.969
966.50,0.965
967.00,0.962
967.50,0.958
968.00,0.955
968.50,0.951
969.00,0.948
969.50,0.944
970.00,0.941
970.50,0.937
971.00,0.934
971.50,0.930
972.00,0.927
972.50,0.923
973.00,0.919
973.50,0.916
974.00,0.913
974.50,0.909
975.00,0.905
975.50,0.902
976.00,0.898
976.50,0.894
977.00,0.891
977.50,0.887
978.00,0.884
978.50,0.880
979.00,0.877
979.50,0.873
980.00,0.870
980.50,0.866
981.00,0.863
981.50,0.859
982.00,0.856
982.50,0.853
983.00,0.849
983.50,0.846
984.00,0.842
984.50,0.839
985.00,0.836
985.50,0.833
986.00,0.829
986.50,0.826
987.00,0.823
987.50,0.820
988.00,0.817
988.50,0.814
989.00,0.811
989.50,0.808
990.00,0.805
990.50,0.802
991.00,0.799
991.50,0.796
992.00,0.793
992.50,0.790
993.00,0.787
993.50,0.785
994.00,0.782
994.50,0.779
995.00,0.776
995.50,0.774
996.00,0.771
996.50,0.769
997.00,0.766
997.50,0.764
998.00,0.761
998.50,0.759
999.00,0.756
999.50,0.754
1000.00,0.752
1000.50,0.749
1001.00,0.747
1001.50,0.745
1002.00,0.743
1002.50,0.741
1003.00,0.739
1003.50,0.737
1004.00,0.736
1004.50,0.734
1005.00,0.732
1005.50,0.730
1006.00,0.729
1006.50,0.727
1007.00,0.726
1007.50,0.724
1008.00,0.723
1008.50,0.721
1009.00,0.720
1009.50,0.718
1010.00,0.717
1010.50,0.716
1011.00,0.714
1011.50,0.713
1012.00,0.712
1012.50,0.710
1013.00,0.709
1013.50,0.708
1014.00,0.706
1014.50,0.705
1015.00,0.704
1015.50,0.702
1016.00,0.701
1016.50,0.699
1017.00,0.698
1017.50,0.696
1018.00,0.695
1018.50,0.693
1019.00,0.692
1019.50,0.690
1020.00,0.689
1020.50,0.687
1021.00,0.686
1021.50,0.684
1022.00,0.682
1022.50,0.681
1023.00,0.679
1023.50,0.677
1024.00,0.676
1024.50,0.674
1025.00,0.672
1025.50,0.671
1026.00,0.669
1026.50,0.667
1027.00,0.666
1027.50,0.664
1028.00,0.662
1028.50,0.661
1029.00,0.659
1029.50,0.657
1030.00,0.655
1030.50,0.653
1031.00,0.651
1031.50,0.649
1032.00,0.648
1032.50,0.646
1033.00,0.644
1033.50,0.642
1034.00,0.640
1034.50,0.638
1035.00,0.635
1035.50,0.633
1036.00,0.631
1036.50,0.629
1037.00,0.626
1037.50,0.624
1038.00,0.621
1038.50,0.619
1039.00,0.617
1039.50,0.614
1040.00,0.612
1040.50,0.609
1041.00,0.606
1041.50,0.604
1042.00,0.601
1042.50,0.598
1043.00,0.596
1043.50,0.593
1044.00,0.591
1044.50,0.588
1045.00,0.585
1045.50,0.583
1046.00,0.580
1046.50,0.578
1047.00,0.576
1047.50,0.573
1048.00,0.571
1048.50,0.568
1049.00,0.566
1049.50,0.563
1050.00,0.561
1050.50,0.559
1051.00,0.556
1051.50,0.554
1052.00,0.552
1052.50,0.550
1053.00,0.548
1053.50,0.545
1054.00,0.543
1054.50,0.541
1055.00,0.539
1055.50,0.537
1056.00,0.535
1056.50,0.533
1057.00,0.531
1057.50,0.529
1058.00,0.526
1058.50,0.524
1059.00,0.522
1059.50,0.521
1060.00,0.519
1060.50,0.517
1061.00,0.515
1061.50,0.513
1062.00,0.511
1062.50,0.510
1063.00,0.508
1063.50,0.506
1064.00,0.505
1064.50,0.503
1065.00,0.502
1065.50,0.500
1066.00,0.499
1066.50,0.497
1067.00,0.496
1067.50,0.494
1068.00,0.493
1068.50,0.491
1069.00,0.490
1069.50,0.489
1070.00,0.487
1070.50,0.486
1071.00,0.485
1071.50,0.484
1072.00,0.482
1072.50,0.481
1073.00,0.480
1073.50,0.479
1074.00,0.478
1074.50,0.477
1075.00,0.476
1075.50,0.475
1076.00,0.474
1076.50,0.473
1077.00,0.472
1077.50,0.471
1078.00,0.470
1078.50,0.469
1079.00,0.468
1079.50,0.467
1080.00,0.466
1080.50,0.465
1081.00,0.465
1081.50,0.464
1082.00,0.463
1082.50,0.462
1083.00,0.462
1083.50,0.461
1084.00,0.460
1084.50,0.460
1085.00,0.459
1085.50,0.459
1086.00,0.458
1086.50,0.458
1087.00,0.458
1087.50,0.457
1088.00,0.457
1088.50,0.457
1089.00,0.456
1089.50,0.456
1090.00,0.456
1090.50,0.456
1091.00,0.455
1091.50,0.455
1092.00,0.455
1092.50,0.455
1093.00,0.455
1093.50,0.455
1094.00,0.455
1094.50,0.455
1095.00,0.455
1095.50,0.455
1096.00,0.456
1096.50,0.456
1097.00,0.456
1097.50,0.456
1098.00,0.457
1098.50,0.457
1099.00,0.457
1099.50,0.458
1100.00,0.458
